season,week,team,opponent,elo,qb_adj,pass_off_value_pre,pass_def_value_pre,rush_off_value_pre,rush_def_value_pre,st_off_value_pre,st_def_value_pre,pass_off_value_post,pass_def_value_post,rush_off_value_post,rush_def_value_post,st_off_value_post,st_def_value_post
1999,2,BUF,NYJ,1490.5078,-0.69,-0.7182,-0.5916,-0.0015,0.1691,0.0037,0.0943,-0.3477,-0.5134,0.0374,0.1648,-0.0891,0.0943
1999,2,NYJ,BUF,1503.0358,-161.2746,0.0033,-0.2836,0.034,0.0511,-0.0144,0.0133,-0.497,-0.8404,0.0389,0.0194,-0.0144,0.0669
1999,2,MIN,OAK,1513.4787,15.7767,0.9335,-0.3644,-0.1455,0.0182,-0.1672,0.1812,0.9927,-0.8547,-0.2925,0.1168,-0.2405,0.1944
1999,2,OAK,MIN,1506.4669,8.8081,0.288,-0.3369,0.1715,0.0067,-0.1645,0.0361,0.8985,-0.3912,0.0567,0.1263,-0.1864,0.0785
1999,2,BAL,PIT,1505.0,-14.6715,0.0,0.0,0.0,0.0,0.0,0.0,-0.2985,0.292,0.0042,-0.1276,0.0991,-0.0459
1999,2,PIT,BAL,1559.8526,-0.5174,1.4237,0.8669,0.1983,-0.0183,-0.014,0.041,1.0851,1.1016,0.3468,-0.0217,0.0625,-0.0162
1999,2,CHI,SEA,1492.6293,-15.4493,-0.2675,-0.1465,0.0436,-0.0868,-0.1194,0.0564,-0.4327,-0.5317,0.0914,-0.0228,-0.1651,0.1294
1999,2,SEA,CHI,1491.9671,-37.6394,-0.2528,0.2797,-0.0606,-0.0387,-0.1029,-0.1061,0.185,0.3539,-0.1352,-0.0776,-0.2244,-0.0797
1999,2,PHI,TB,1496.6305,-16.7081,-0.8057,-0.0263,0.0444,0.1792,-0.0057,-0.0142,-1.7386,-0.1251,0.0802,0.1844,-0.0587,-0.0262
1999,2,TB,PHI,1486.9764,-7.7326,-1.7457,0.4674,-0.048,0.1728,0.1176,-0.0434,-1.5969,1.1356,-0.0541,0.1437,0.1376,-0.0129
1999,2,NYG,WAS,1510.6726,-1.9826,-0.5855,1.2288,-0.2012,0.0391,0.0723,-0.0679,-0.8873,0.1177,-0.1862,-0.1038,0.1609,-0.1155
1999,2,WAS,NYG,1497.0803,19.0959,0.8726,-0.7442,0.071,-0.2867,-0.0273,-0.0088,2.3477,-0.4943,0.2373,-0.299,0.052,-0.06
1999,3,LAR,ATL,1505.0,-11.5829,0.0,0.0,0.0,0.0,0.0,0.0,1.3113,0.1556,0.025,0.1344,-0.1008,-0.0217
1999,3,ATL,LAR,1473.5242,19.4827,-0.6174,-0.6397,-0.0578,0.0833,-0.3337,0.128,-0.7392,-1.4978,-0.2143,0.063,-0.2976,0.1861
1999,3,OAK,CHI,1519.3,19.473,0.8985,-0.3912,0.0567,0.1263,-0.1864,0.0785,1.8567,-0.1312,-0.2626,0.1751,-0.2649,0.0071
1999,3,CHI,OAK,1487.9642,-15.2478,-0.4327,-0.5317,0.0914,-0.0228,-0.1651,0.1294,-0.8521,-1.2653,0.0347,0.2369,-0.0463,0.1747
1999,3,CAR,CIN,1491.8418,-6.2331,-0.5554,-0.1513,0.1385,-0.1472,-0.0292,0.0593,-0.0702,0.0926,0.2185,-0.264,0.0549,0.1582
1999,3,CIN,CAR,1480.8126,7.5507,-0.5335,-0.3139,-0.085,0.146,-0.0646,-0.1482,-0.8114,-0.6272,0.0509,0.081,-0.2293,-0.1968
1999,3,BAL,CLE,1501.3376,-0.2034,-0.2985,0.292,0.0042,-0.1276,0.0991,-0.0459,-0.6609,0.9352,-0.0389,-0.1414,0.1391,-0.0823
1999,3,CLE,BAL,1444.7517,21.8666,-1.1994,-1.4814,0.1154,-0.2703,0.0012,0.0047,-1.9678,-1.1873,0.1315,-0.2352,0.0618,-0.0184
1999,3,TB,DEN,1504.1062,-10.7318,-1.5969,1.1356,-0.0541,0.1437,0.1376,-0.0129,-1.8441,1.556,-0.1733,0.1911,0.0544,-0.1009
1999,3,DEN,TB,1482.3407,-17.0565,0.4019,-0.5783,-0.1076,-0.2253,-0.0483,-0.0696,-0.1522,-0.4174,-0.1628,-0.1284,0.0983,-0.0215
1999,3,KC,DET,1525.4075,-7.1532,0.2203,0.4149,0.1228,0.0697,0.0064,-0.0112,0.9553,0.5334,0.1521,-0.1239,0.125,-0.0371
1999,3,DET,KC,1524.2746,-2.0208,-0.2761,0.3285,-0.0262,0.1151,0.2629,0.078,-0.415,-0.1753,0.1992,0.0912,0.306,0.0095
1999,3,LAC,IND,1532.319,11.3456,0.0518,0.9319,-0.1438,0.1386,0.1226,0.0559,-0.3773,-0.209,-0.0855,0.1819,0.2203,0.1705
1999,3,IND,LAC,1527.4217,9.7851,1.3001,0.1493,-0.2107,0.1831,-0.1247,-0.0198,2.7569,0.4461,-0.2612,0.1357,-0.3155,-0.0762
1999,3,GB,MIN,1499.4045,2.9445,0.3703,-0.2215,-0.0849,-0.0893,-0.0935,0.049,1.234,-0.5097,-0.1152,-0.2342,-0.048,0.0156
1999,3,MIN,GB,1500.7421,8.0518,0.9927,-0.8547,-0.2925,0.1168,-0.2405,0.1944,1.3744,-1.4485,-0.1238,0.1415,-0.1848,0.1681
1999,3,NE,NYG,1502.2577,17.5262,0.8968,-0.3976,-0.2829,-0.0251,0.0083,-0.0149,1.2249,-0.7902,-0.3586,-0.0108,0.0793,0.0006
1999,3,NYG,NE,1478.3106,1.3433,-0.8873,0.1177,-0.1862,-0.1038,0.1609,-0.1155,-0.425,-0.1414,-0.2029,-0.0423,0.1352,-0.1565
1999,3,BUF,PHI,1497.1963,7.6499,-0.3477,-0.5134,0.0374,0.1648,-0.0891,0.0943,-0.0769,0.2716,0.0802,0.1905,-0.1587,0.1276
1999,3,PHI,BUF,1474.6968,-17.5703,-1.7386,-0.1251,0.0802,0.1844,-0.0587,-0.0262,-2.8066,-0.361,0.0503,0.1496,-0.1141,0.014
1999,3,PIT,SEA,1563.9281,3.5041,1.0851,1.1016,0.3468,-0.0217,0.0625,-0.0162,-0.5309,0.8333,0.4465,0.1243,-0.0094,-0.0829
1999,3,SEA,PIT,1493.9432,-14.1244,0.185,0.3539,-0.1352,-0.0776,-0.2244,-0.0797,0.4846,1.4497,-0.3051,-0.1587,-0.1134,-0.0382
1999,3,ARI,SF,1505.4112,-13.5595,-0.5506,0.9828,-0.3216,0.1002,0.0331,-0.0092,-1.0572,0.9684,-0.325,-0.1296,0.0685,-0.1091
1999,3,SF,ARI,1469.2101,-5.7143,-1.1358,-0.98,0.0089,0.3081,-0.0744,-0.0751,-1.0978,-0.6117,0.2765,0.3108,0.0919,-0.0955
1999,3,JAX,TEN,1549.1038,6.8782,1.0075,0.9463,0.085,-0.0471,0.0707,0.01,0.5382,0.8477,-0.1632,0.1434,0.1073,-0.0294
1999,3,TEN,JAX,1520.3537,-63.576,1.2049,-0.4499,0.0953,-0.1532,0.1356,-0.0627,1.1555,-0.2529,-0.1265,0.0488,0.2013,-0.0838
1999,3,NYJ,WAS,1483.2762,-152.944,-0.497,-0.8404,0.0389,0.0194,-0.0144,0.0669,-0.1919,-1.126,0.1453,-0.0788,0.0781,0.0192
1999,3,WAS,NYJ,1538.9764,28.675,2.3477,-0.4943,0.2373,-0.299,0.052,-0.06,3.166,-0.3702,0.3517,-0.3855,0.1315,-0.1134
1999,4,DAL,ARI,1530.3447,-4.9796,0.4945,0.0382,0.3851,-0.0273,-0.0331,0.0276,1.3251,0.3987,0.2277,0.2632,-0.1418,0.045
1999,4,ARI,DAL,1481.5709,-21.7633,-1.0572,0.9684,-0.325,-0.1296,0.0685,-0.1091,-1.5605,0.3572,-0.6633,-0.0015,0.0396,-0.0463
1999,4,ATL,BAL,1451.0255,-103.6414,-0.7392,-1.4978,-0.2143,0.063,-0.2976,0.1861,-0.6554,-1.478,-0.5069,-0.0545,-0.3391,0.3117
1999,4,BAL,ATL,1504.3115,-3.9046,-0.6609,0.9352,-0.0389,-0.1414,0.1391,-0.0823,-0.4377,1.0618,0.0979,0.0967,-0.0701,-0.0583
1999,4,MIA,BUF,1524.5542,9.9215,0.2454,0.0727,0.0743,0.085,0.041,0.0992,-1.2009,0.0098,0.1059,0.2563,0.2527,0.0739
1999,4,BUF,MIA,1519.9174,10.8489,-0.0769,0.2716,0.0802,0.1905,-0.1587,0.1276,0.006,1.2835,-0.1193,0.1648,-0.1167,0.0053
1999,4,WAS,CAR,1559.6795,25.7636,3.166,-0.3702,0.3517,-0.3855,0.1315,-0.1134,3.7976,-0.5999,0.5043,-0.6953,-0.015,-0.1103
1999,4,CAR,WAS,1513.0871,-0.6037,-0.0702,0.0926,0.2185,-0.264,0.0549,0.1582,0.1582,-0.3974,0.5792,-0.3882,0.0497,0.2428
1999,4,PIT,JAX,1529.9125,-8.9688,-0.5309,0.8333,0.4465,0.1243,-0.0094,-0.0829,-1.4559,0.9429,0.3462,0.1328,0.0385,-0.1525
1999,4,JAX,PIT,1535.1377,3.0111,0.5382,0.8477,-0.1632,0.1434,0.1073,-0.0294,0.4277,1.516,-0.1732,0.2249,0.2231,-0.0571
1999,4,LAC,KC,1514.6959,3.7513,-0.3773,-0.209,-0.0855,0.1819,0.2203,0.1705,-1.2495,0.0728,-0.0436,0.2646,0.1027,0.2227
1999,4,KC,LAC,1539.2368,2.0323,0.9553,0.5334,0.1521,-0.1239,0.125,-0.0371,0.5902,1.1394,0.0559,-0.1581,0.0381,0.0308
1999,4,CIN,LAR,1462.6575,3.2816,-0.8114,-0.6272,0.0509,0.081,-0.2293,-0.1968,-1.0053,-1.7004,-0.0286,0.2583,-0.4291,-0.157
1999,4,LAR,CIN,1536.2228,6.9367,1.3113,0.1556,0.025,0.1344,-0.1008,-0.0217,2.6946,0.2978,-0.1815,0.1991,-0.1671,0.0937
1999,4,CLE,NE,1438.5215,14.3213,-1.9678,-1.1873,0.1315,-0.2352,0.0618,-0.0184,-2.3156,-1.5626,0.1331,-0.1602,-0.109,0.0158
1999,4,NE,CLE,1502.2645,19.1635,1.2249,-0.7902,-0.3586,-0.0108,0.0793,0.0006,1.7175,-0.5383,-0.4459,-0.012,0.0225,0.0991
1999,4,CHI,NO,1480.6123,-10.0448,-0.8521,-1.2653,0.0347,0.2369,-0.0463,0.1747,-1.2397,-1.327,0.0816,0.431,-0.101,0.2371
1999,4,NO,CHI,1511.4173,3.6683,0.4992,0.5137,-0.2847,-0.0747,-0.0435,0.0546,0.6124,0.8098,-0.5107,-0.1129,-0.1474,0.0862
1999,4,DEN,NYJ,1484.4869,-19.6333,-0.1522,-0.4174,-0.1628,-0.1284,0.0983,-0.0215,-0.9716,-0.9544,-0.1394,-0.1177,0.1528,0.0349
1999,4,NYJ,DEN,1485.4185,-146.9478,-0.1919,-1.126,0.1453,-0.0788,0.0781,0.0192,0.1785,-0.7901,0.1328,-0.0978,-0.0159,-0.0123
1999,4,SEA,OAK,1517.9998,-7.7472,0.4846,1.4497,-0.3051,-0.1587,-0.1134,-0.0382,0.7875,1.2456,-0.3112,-0.3187,-0.0843,0.0592
1999,4,OAK,SEA,1526.2451,27.4907,1.8567,-0.1312,-0.2626,0.1751,-0.2649,0.0071,2.2059,-0.2774,-0.0762,0.1801,-0.427,-0.0097
1999,4,NYG,PHI,1481.4051,7.9443,-0.425,-0.1414,-0.2029,-0.0423,0.1352,-0.1565,-1.1918,0.2047,-0.2841,0.0156,0.2075,-0.1867
1999,4,PHI,NYG,1445.3515,-14.8583,-2.8066,-0.361,0.0503,0.1496,-0.1141,0.014,-3.3067,0.1322,-0.0171,0.2156,-0.0637,-0.0277
1999,4,MIN,TB,1505.5928,0.7348,1.3744,-1.4485,-0.1238,0.1415,-0.1848,0.1681,2.0597,-1.7925,-0.0444,0.1866,-0.3803,0.1762
1999,4,TB,MIN,1496.9293,-14.732,-1.8441,1.556,-0.1733,0.1911,0.0544,-0.1009,-1.4422,1.0487,-0.2259,0.1265,0.0409,0.012
1999,4,SF,TEN,1494.1551,-155.8489,-1.0978,-0.6117,0.2765,0.3108,0.0919,-0.0955,0.2247,-1.3253,0.2424,0.3488,0.0376,-0.068
1999,4,TEN,SF,1524.4333,-61.6828,1.1555,-0.2529,-0.1265,0.0488,0.2013,-0.0838,2.3038,-1.0018,-0.1707,0.0766,0.1555,-0.0525
1999,5,NO,ATL,1506.0535,2.2414,0.6124,0.8098,-0.5107,-0.1129,-0.1474,0.0862,0.897,0.5695,-0.6333,-0.0213,-0.3106,0.0413
1999,5,ATL,NO,1440.591,-96.8861,-0.6554,-1.478,-0.5069,-0.0545,-0.3391,0.3117,-0.5948,-1.8607,-0.6136,0.0453,-0.2644,0.406
1999,5,TEN,BAL,1531.8275,-55.9874,2.3038,-1.0018,-0.1707,0.0766,0.1555,-0.0525,2.5385,-1.0954,-0.1508,0.2334,0.2103,-0.1942
1999,5,BAL,TEN,1519.6613,-5.5585,-0.4377,1.0618,0.0979,0.0967,-0.0701,-0.0583,-0.1922,0.9915,-0.0846,0.0805,0.1659,-0.09
1999,5,MIN,CHI,1510.2048,10.3021,2.0597,-1.7925,-0.0444,0.1866,-0.3803,0.1762,0.7984,-2.4143,0.158,0.2844,-0.3269,0.3588
1999,5,CHI,MIN,1482.4641,-5.9266,-1.2397,-1.327,0.0816,0.431,-0.101,0.2371,-0.484,-0.4762,-0.0322,0.2663,-0.4051,0.2063
1999,5,CLE,CIN,1421.9354,11.0987,-2.3156,-1.5626,0.1331,-0.1602,-0.109,0.0158,-2.7081,-1.4869,0.1774,-0.4467,0.0122,0.0817
1999,5,CIN,CLE,1435.4154,9.4561,-1.0053,-1.7004,-0.0286,0.2583,-0.4291,-0.157,-1.1064,-1.4294,0.305,0.2222,-0.5388,-0.2269
1999,5,PHI,DAL,1445.1025,-19.0515,-3.3067,0.1322,-0.0171,0.2156,-0.0637,-0.0277,-3.2589,0.3782,-0.0131,0.2169,-0.0354,0.0056
1999,5,DAL,PHI,1556.6433,2.7975,1.3251,0.3987,0.2277,0.2632,-0.1418,0.045,1.0647,0.4059,0.2262,0.26,-0.1972,0.0286
1999,5,OAK,DEN,1530.8005,26.6208,2.2059,-0.2774,-0.0762,0.1801,-0.427,-0.0097,1.4867,-0.3805,-0.1972,0.2058,-0.3598,-0.0151
1999,5,DEN,OAK,1463.5657,-24.5886,-0.9716,-0.9544,-0.1394,-0.1177,0.1528,0.0349,-0.9671,-0.5472,-0.1694,-0.0193,0.1619,-0.0039
1999,5,NYJ,JAX,1492.9312,-137.957,0.1785,-0.7901,0.1328,-0.0978,-0.0159,-0.0123,-0.4221,-0.7941,0.0922,-0.1341,0.1085,0.0204
1999,5,JAX,NYJ,1552.6308,-2.404,0.4277,1.516,-0.1732,0.2249,0.2231,-0.0571,0.7707,2.187,-0.1309,0.258,0.1687,-0.1289
1999,5,DET,LAC,1518.0649,-6.8291,-0.415,-0.1753,0.1992,0.0912,0.306,0.0095,-0.8322,-0.1014,-0.2631,0.2398,0.2703,0.0564
1999,5,LAC,DET,1505.5741,65.0673,-1.2495,0.0728,-0.0436,0.2646,0.1027,0.2227,-1.1649,0.4976,-0.2165,0.6408,0.0246,0.2433
1999,5,IND,MIA,1548.2495,19.9903,2.7569,0.4461,-0.2612,0.1357,-0.3155,-0.0762,3.4741,-0.8345,-0.3696,0.3789,-0.2997,-0.1396
1999,5,MIA,IND,1509.9543,3.3266,-1.2009,0.0098,0.1059,0.2563,0.2527,0.0739,0.3972,-0.5221,-0.1772,0.3446,0.3581,0.0648
1999,5,KC,NE,1538.2723,-5.7584,0.5902,1.1394,0.0559,-0.1581,0.0381,0.0308,0.5671,0.7988,0.0529,-0.0524,0.005,0.0749
1999,5,NE,KC,1516.1084,21.5596,1.7175,-0.5383,-0.4459,-0.012,0.0225,0.0991,2.2217,-0.4714,-0.5689,-0.0096,-0.051,0.1183
1999,5,ARI,NYG,1452.6846,-26.9262,-1.5605,0.3572,-0.6633,-0.0015,0.0396,-0.0463,-1.3164,0.7107,-0.789,0.0428,0.001,-0.0166
1999,5,NYG,ARI,1473.3745,-63.8236,-1.1918,0.2047,-0.2841,0.0156,0.2075,-0.1867,-1.7365,-0.0343,-0.3358,0.1178,0.158,-0.1644
1999,5,BUF,PIT,1528.2729,10.8782,0.006,1.2835,-0.1193,0.1648,-0.1167,0.0053,1.0105,0.8182,-0.2228,0.1755,-0.1231,-0.0302
1999,5,PIT,BUF,1508.1897,-13.7925,-1.4559,0.9429,0.3462,0.1328,0.0385,-0.1525,-0.9216,0.1956,0.3338,0.2171,0.0977,-0.1487
1999,5,LAR,SF,1564.2945,18.5665,2.6946,0.2978,-0.1815,0.1991,-0.1671,0.0937,3.7528,0.1654,-0.1587,0.2208,-0.0416,0.0427
1999,5,SF,LAR,1506.0963,-135.6657,0.2247,-1.3253,0.2424,0.3488,0.0376,-0.068,0.0098,-2.3506,0.2171,0.3302,0.1226,-0.1404
1999,5,GB,TB,1504.0335,4.8885,1.234,-0.5097,-0.1152,-0.2342,-0.048,0.0156,1.3823,-0.4933,-0.0785,-0.4742,-0.081,-0.0143
1999,5,TB,GB,1495.0287,-8.6695,-1.4422,1.0487,-0.2259,0.1265,0.0409,0.012,-1.497,0.9199,0.0536,0.0967,0.0906,0.0311
1999,6,SF,CAR,1479.4639,-127.7138,0.0098,-2.3506,0.2171,0.3302,0.1226,-0.1404,0.0526,-2.4623,0.3176,0.5613,0.1985,-0.2938
1999,6,CAR,SF,1521.332,1.2706,0.1582,-0.3974,0.5792,-0.3882,0.0497,0.2428,0.6227,-0.1879,0.31,-0.4699,0.3051,0.1989
1999,6,JAX,CLE,1570.3538,-1.9787,0.7707,2.187,-0.1309,0.258,0.1687,-0.1289,1.5043,1.566,-0.1696,0.358,0.1906,-0.0306
1999,6,CLE,JAX,1413.3066,4.5884,-2.7081,-1.4869,0.1774,-0.4467,0.0122,0.0817,-1.8967,-1.987,0.061,-0.4152,-0.1513,0.069
1999,6,NYG,DAL,1458.8618,3.9982,-1.7365,-0.0343,-0.3358,0.1178,0.158,-0.1644,-1.8288,-0.4192,-0.2701,0.3102,0.08,-0.0295
1999,6,DAL,NYG,1548.2511,-1.7279,1.0647,0.4059,0.2262,0.26,-0.1972,0.0286,1.5432,0.4597,0.0023,0.2066,-0.422,0.0736
1999,6,DEN,GB,1473.1945,-21.2685,-0.9671,-0.5472,-0.1694,-0.0193,0.1619,-0.0039,0.4746,0.3373,-0.2806,-0.0699,0.0941,-0.0843
1999,6,GB,DEN,1495.8918,6.3045,1.3823,-0.4933,-0.0785,-0.4742,-0.081,-0.0143,0.3186,-1.449,-0.0196,-0.3838,0.0528,0.0248
1999,6,NYJ,IND,1484.1434,-121.0474,-0.4221,-0.7941,0.0922,-0.1341,0.1085,0.0204,-0.797,-0.634,0.2276,-0.1377,0.2335,0.0206
1999,6,IND,NYJ,1540.7467,22.4824,3.4741,-0.8345,-0.3696,0.3789,-0.2997,-0.1396,3.6268,-0.3064,-0.3655,0.2686,-0.2999,-0.2118
1999,6,ATL,LAR,1441.705,14.5905,-0.5948,-1.8607,-0.6136,0.0453,-0.2644,0.406,-1.4479,-1.4153,-0.676,-0.2818,-0.3093,0.2921
1999,6,LAR,ATL,1587.607,35.0267,3.7528,0.1654,-0.1587,0.2208,-0.0416,0.0427,3.2333,0.7991,0.2222,0.2716,0.1481,0.0686
1999,6,NE,MIA,1520.6667,18.1081,2.2217,-0.4714,-0.5689,-0.0096,-0.051,0.1183,1.4367,-0.1947,-0.5274,0.0703,-0.0384,-0.0249
1999,6,MIA,NE,1527.7983,14.6388,0.3972,-0.5221,-0.1772,0.3446,0.3581,0.0648,0.0342,0.0197,-0.2703,0.3107,0.5966,0.0575
1999,6,DET,MIN,1499.3085,-10.0018,-0.8322,-0.1014,-0.2631,0.2398,0.2703,0.0564,-1.0124,0.0085,-0.313,0.2727,0.2513,0.0897
1999,6,MIN,DET,1495.7301,1.1868,0.7984,-2.4143,0.158,0.2844,-0.3269,0.3588,0.6855,-2.2677,0.1197,0.325,-0.3824,0.3698
